ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Recency_scaled,Income_scaled,Total_Spending,Total_Spending_scaled,Total_Purchases,Total_Purchases_scaled,Total_Campaign_Response,Cluster
7431,1991,4,0.21428571428571427,68126.0,0,0,10-11-2012,40,1332,17,311,23,51,86,1,7,4,5,9,0,1,0,0,0,0,3,11,1,-0.31459383236554667,0.7546155786565939,1820,2.016075600743225,16,0.48030176827776777,2,1
3267,1963,3,0.25892857142857145,57288.0,0,1,25-06-2014,27,527,0,21,0,0,60,3,8,1,8,6,0,1,0,0,0,0,3,11,0,-0.763551068262862,0.24830476236022928,608,0.0032532494147871514,17,0.6190983169579332,1,1
999,1991,2,0.21428571428571427,86037.0,0,0,02-01-2013,95,490,44,125,29,20,22,1,6,7,11,3,0,1,1,0,0,0,3,11,1,1.5848406272000182,1.5913504956785711,730,0.20586408015906882,24,1.5906741577190913,3,1
9215,1980,4,0.38571428571428573,43974.0,1,0,12-12-2012,19,378,0,101,0,0,72,5,6,4,6,7,0,0,0,0,0,0,3,11,0,-1.0398324441996714,-0.3736755115067018,551,-0.09140918790016413,16,0.48030176827776777,0,0
2286,1962,2,0.21428571428571427,50785.0,1,1,10-09-2013,27,64,1,21,0,1,27,2,2,1,3,6,0,0,0,0,0,0,3,11,0,-0.763551068262862,-0.05549107066941266,114,-0.8171545406481239,6,-0.9076637185238866,0,0
1592,1970,2,0.38571428571428573,90765.0,0,0,24-01-2014,25,547,99,812,151,82,33,0,4,6,5,1,0,0,1,1,0,0,3,11,0,-0.8326214122470643,1.8122249687777787,1724,1.8566441273706753,15,0.3415052195976023,2,1
367,1978,5,0.38571428571428573,36550.0,1,0,19-02-2013,74,47,90,94,123,103,120,5,9,1,5,9,0,0,0,0,0,0,3,11,0,0.8596020153658934,-0.7204970191819381,577,-0.048229830528431966,15,0.3415052195976023,0,0
5234,1967,5,0.25892857142857145,30753.0,1,1,11-07-2013,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,3,11,0,1.2394889072790063,-0.9913111732758693,81,-0.8719591096199378,5,-1.0464602672040522,0,0
9862,1969,2,0.25892857142857145,21918.0,1,0,14-11-2013,37,1,6,7,11,5,3,2,2,0,3,6,0,0,0,0,0,0,3,11,0,-0.4181993483418502,-1.4040493225634114,33,-0.9516748463062126,5,-1.0464602672040522,0,0
9805,1953,3,0.25892857142857145,56129.0,0,1,20-06-2013,65,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,3,11,0,0.5487854674369828,0.19416061804508936,660,0.08961196415825147,18,0.7578948656380986,0,1
6205,1967,3,0.21428571428571427,32557.0,1,0,24-02-2014,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,0,3,11,1,-1.2470434761522784,-0.9070350418310785,80,-0.8736198541342352,6,-0.9076637185238866,1,0
8442,1985,3,0.38571428571428573,19510.0,2,0,04-09-2013,63,9,0,7,3,4,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0.47971512345278045,-1.5165420745141076,30,-0.9566570798491048,4,-1.1852568158842176,0,0
7386,1976,2,0.10357142857142858,30992.0,1,0,22-04-2013,83,17,0,14,7,3,2,1,1,0,3,7,0,0,0,0,0,0,3,11,0,1.170418563294804,-0.980145987347208,43,-0.9350674011632386,4,-1.1852568158842176,0,0
7215,1983,2,0.21428571428571427,101970.0,0,0,12-03-2013,69,722,27,102,44,72,168,0,6,8,13,2,0,1,1,1,0,0,3,11,1,0.6869261554053875,2.335680652169619,1135,0.8784656084495122,27,2.007063803759588,4,1
1491,1965,5,0.25892857142857145,71488.0,0,0,18-02-2013,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,3,11,0,1.3085592512632087,0.911675641803704,559,-0.078123231785785,14,0.20270867091743688,0,1
11071,1984,2,0.21428571428571427,79607.0,0,0,21-04-2013,37,450,133,951,173,0,216,1,3,6,6,1,0,0,0,0,0,0,3,11,1,-0.4181993483418502,1.290964949564378,1923,2.187132285715856,15,0.3415052195976023,1,1
3381,1953,3,0.38571428571428573,54348.0,1,1,08-06-2014,51,70,0,16,0,0,4,2,2,0,4,6,0,0,0,0,0,0,3,11,0,0.06529305954756628,0.11095896055996059,90,-0.8570124089912613,6,-0.9076637185238866,0,0
8268,1961,4,0.38571428571428573,52247.0,0,1,11-07-2013,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,3,11,0,-0.9016917562312667,0.012808100157795783,404,-0.33553863150188057,14,0.20270867091743688,0,0
11051,1956,4,0.25892857142857145,77376.0,1,1,10-05-2014,72,492,19,110,16,12,12,4,6,3,10,4,0,0,0,0,0,0,3,11,0,0.790531671381691,1.1867409754771672,661,0.09127270867254886,19,0.896691414318264,0,1
8026,1952,2,0.38571428571428573,62998.0,0,1,30-09-2013,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,3,11,0,-1.350648992128582,0.5150546019110913,463,-0.23755470515833452,14,0.20270867091743688,0,1
433,1958,3,0.0013392857142857143,61331.0,1,1,10-03-2013,42,534,5,47,0,5,41,5,11,1,6,8,0,0,0,0,0,0,3,11,0,-0.24552348838134433,0.4371785979651566,632,0.04311111775792453,18,0.7578948656380986,0,1
9597,1969,2,0.38571428571428573,73448.0,0,0,10-02-2014,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,3,11,0,-1.350648992128582,1.0032395096705498,725,0.19756035758758186,18,0.7578948656380986,0,1
1295,1963,2,0.38571428571428573,52247.0,0,1,11-08-2013,96,231,65,196,38,71,124,1,6,5,7,4,0,0,0,0,0,0,3,11,0,1.6193757991921194,0.012808100157795783,725,0.19756035758758186,18,0.7578948656380986,0,1
5290,1964,4,0.38571428571428573,41551.0,1,1,14-08-2013,51,220,0,33,3,0,23,5,5,1,5,8,0,0,0,0,0,0,3,11,0,0.06529305954756628,-0.48686900734413413,279,-0.5431316957890544,11,-0.21368097512305942,0,0
1685,1967,4,0.25892857142857145,62981.0,0,0,17-03-2013,21,796,14,590,38,44,0,1,4,5,13,3,0,1,0,0,0,0,3,11,0,-0.970762100215469,0.5142604255061237,1482,1.4547439549107066,22,1.3130810603587604,1,1
5342,1976,1,0.10357142857142858,9548.0,1,0,08-08-2012,31,0,1,3,10,6,9,2,1,0,3,8,0,0,0,0,0,0,3,11,0,-0.6254103802944573,-1.9819294478250862,29,-0.9583178243634021,4,-1.1852568158842176,0,0
9579,1959,4,0.38571428571428573,33762.0,2,1,07-07-2013,61,53,1,34,2,0,16,3,2,2,2,8,0,0,0,0,0,0,3,11,0,0.4106447794685781,-0.8507419495966148,106,-0.830440496762503,6,-0.9076637185238866,0,0
7660,1973,4,0.0013392857142857143,35860.0,1,1,19-05-2014,37,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,3,11,1,-0.4181993483418502,-0.7527312379717971,49,-0.9251029340774544,4,-1.1852568158842176,2,0
1461,1965,4,0.10357142857142858,36921.0,1,1,28-07-2013,74,17,1,12,3,1,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0.8596020153658934,-0.7031652870499995,38,-0.9433711237347256,5,-1.0464602672040522,0,0
821,1992,3,0.21428571428571427,92859.0,0,0,19-10-2012,46,962,61,921,52,61,20,1,5,4,12,2,0,0,0,0,0,0,3,11,0,-0.1073828004129396,1.9100488153661332,2077,2.442886940917654,21,1.174284511678595,0,1
11084,1976,3,0.25892857142857145,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,1,-1.557860024081189,0.6134390436088347,1053,0.742284558277126,15,0.3415052195976023,1,1
8690,1962,2,0.38571428571428573,86111.0,0,0,19-04-2013,73,399,28,756,36,40,126,1,5,7,10,2,0,0,0,0,0,0,3,11,0,0.8250668433737922,1.5948074988531356,1385,1.2936517370238598,22,1.3130810603587604,0,1
2937,1974,4,0.21428571428571427,68352.0,0,1,28-08-2013,47,614,16,132,43,33,33,3,8,5,9,6,0,0,0,0,0,0,3,11,0,-0.07284762842083842,0.7651734532167507,871,0.4400290566750009,22,1.3130810603587604,0,1
9701,1988,2,0.25892857142857145,41883.0,1,0,19-03-2013,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,3,11,0,-1.2470434761522784,-0.47135920931770925,312,-0.48832712681724055,9,-0.4912740724833903,0,0
9949,1976,2,0.38571428571428573,59809.0,0,2,18-10-2012,36,598,16,141,32,41,49,3,3,3,6,8,0,0,0,0,0,0,3,11,0,-0.4527345203339514,0.3660764515910039,877,0.4499935237607853,12,-0.07488442644289399,0,1
10837,1975,2,0.38571428571428573,23957.0,1,0,28-10-2012,47,2,1,18,20,11,16,1,2,0,3,6,0,0,0,0,0,0,3,11,1,-0.07284762842083842,-1.3087948702264223,68,-0.8935487883058039,5,-1.0464602672040522,1,0
3120,1981,2,0.25892857142857145,38547.0,1,0,28-08-2013,49,6,1,10,0,1,4,1,1,0,2,8,0,0,0,0,0,1,3,11,0,-0.0037772844366360664,-0.6272046497278101,22,-0.9699430359634839,3,-1.324053364564383,0,0
5885,1973,5,0.38571428571428573,35688.0,2,1,22-08-2012,94,73,3,90,12,1,32,7,4,1,4,8,0,0,0,0,0,0,3,11,0,1.550305455207917,-0.7607664345397039,211,-0.656062322761277,9,-0.4912740724833903,0,0
4050,1966,3,0.38571428571428573,49605.0,0,0,21-06-2014,65,42,16,29,12,20,8,1,2,1,4,3,0,0,0,0,0,0,3,11,0,0.5487854674369828,-0.11061625642598309,127,-0.7955648619622578,7,-0.7688671698437212,0,0
3830,1953,3,0.38571428571428573,59354.0,0,2,24-04-2014,59,295,21,78,39,13,13,1,4,4,7,3,0,0,0,0,0,0,3,11,0,0.3415744354843757,0.34482055369334325,459,-0.24419768321552407,15,0.3415052195976023,0,1
7987,1969,2,0.38571428571428573,65747.0,0,1,07-03-2014,96,346,17,48,23,13,13,4,8,1,6,6,0,1,0,0,0,0,3,11,0,1.6193757991921194,0.6434775982202541,460,-0.2425369387012267,15,0.3415052195976023,1,1
7798,1972,5,0.25892857142857145,46344.0,0,1,14-12-2012,28,233,20,57,8,20,91,4,7,1,5,7,0,0,0,0,0,0,3,11,0,-0.7290158962707608,-0.26295797740240356,429,-0.2940200186444458,13,0.06391212223727145,0,0
92,1988,2,0.0013392857142857143,34176.0,1,0,12-05-2014,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,3,11,0,-1.2815786481443796,-0.8314014183226993,89,-0.8586731535055587,7,-0.7688671698437212,0,0
7055,1952,4,0.25892857142857145,61010.0,0,1,09-10-2012,57,888,0,57,0,0,76,2,8,5,11,5,0,0,0,0,0,0,3,11,0,0.27250409150017335,0.42218267878900484,1021,0.6891407338196096,24,1.5906741577190913,0,1
10240,1949,2,0.25892857142857145,69372.0,0,0,19-02-2013,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,0,3,11,1,-1.350648992128582,0.812824037514803,1381,1.2870087589666703,20,1.0354879629984295,3,1
3025,1958,2,0.21428571428571427,49967.0,0,1,08-07-2013,4,212,6,69,4,12,3,3,6,1,5,7,0,0,0,0,0,0,3,11,0,-1.557860024081189,-0.09370497062608606,306,-0.49829159390302485,12,-0.07488442644289399,0,0
9283,1978,2,0.21428571428571427,60199.0,1,2,12-09-2013,49,8,1,7,2,0,0,1,0,0,3,4,0,0,0,0,0,0,3,11,0,-0.0037772844366360664,0.3842957926461416,18,-0.9765860140206735,3,-1.324053364564383,0,0
9970,1977,2,0.25892857142857145,55375.0,0,1,17-10-2013,3,42,11,57,10,28,14,1,1,1,6,2,0,0,0,0,0,0,3,11,0,-1.5923951960732903,0.15893655867182316,162,-0.7374388039618491,8,-0.6300706211635557,0,0
2730,1955,2,0.21428571428571427,80317.0,0,0,20-08-2013,64,536,11,387,149,91,57,1,3,4,10,1,0,0,0,0,0,0,3,11,0,0.5142502954448817,1.3241334935365516,1231,1.0378970818220616,17,0.6190983169579332,0,1
2795,1958,3,0.21428571428571427,30523.0,2,1,01-07-2013,0,5,0,3,0,0,5,1,1,0,2,7,0,0,0,0,0,0,3,11,0,-1.696000712049594,-1.0020559128724889,13,-0.9848897365921604,3,-1.324053364564383,0,0
9260,1945,4,0.38571428571428573,70356.0,0,0,05-11-2012,20,1349,16,249,43,16,33,2,10,6,9,6,0,0,0,0,0,0,3,11,0,-1.0052972722075701,0.858792836484689,1706,1.8267507261133222,25,1.7294707063992567,0,1
8182,1984,2,0.38571428571428573,23228.0,1,0,05-01-2014,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,3,11,0,1.4466999392316133,-1.3428510231217952,121,-0.8055293290480422,7,-0.7688671698437212,0,0
10095,1975,4,0.10357142857142858,74165.0,0,0,01-05-2013,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,3,11,0,-1.3851841641206832,1.0367350674565337,1293,1.1408632417084998,19,0.896691414318264,0,1
8475,1973,4,0.38571428571428573,157243.0,0,1,01-03-2014,98,20,2,1582,1,2,1,15,0,22,0,0,0,0,0,0,0,0,3,11,0,1.6884461431763216,4.917828442273787,1608,1.663997763712178,22,1.3130810603587604,0,1
4370,1966,2,0.25892857142857145,43482.0,2,1,13-11-2013,83,18,1,32,6,3,28,3,2,0,4,6,0,0,0,0,0,0,3,11,0,1.170418563294804,-0.3966599109916447,88,-0.860333898019856,6,-0.9076637185238866,0,0
10573,1953,2,0.10357142857142858,62551.0,0,0,18-11-2013,27,125,16,98,134,21,27,1,6,7,4,3,1,0,0,0,0,0,3,11,0,-0.763551068262862,0.4941724340863565,421,-0.30730597475882493,17,0.6190983169579332,1,1
3712,1959,2,0.10357142857142858,52332.0,0,0,28-08-2013,63,212,5,33,7,0,2,1,3,2,6,4,0,1,0,0,0,0,3,11,0,0.47971512345278045,0.016778982182633483,259,-0.5763465860750022,11,-0.21368097512305942,1,0
6637,1988,2,0.21428571428571427,66951.0,0,0,02-11-2013,46,277,162,305,173,76,124,1,3,4,7,1,0,0,0,0,0,0,3,11,0,-0.1073828004129396,0.6997239741956022,1117,0.8485722071921591,14,0.20270867091743688,0,1
3152,1957,2,0.25892857142857145,26091.0,1,1,25-02-2014,84,15,10,19,8,17,20,3,2,1,3,5,0,0,0,0,0,0,3,11,0,1.204953735286905,-1.2091023732734383,89,-0.8586731535055587,6,-0.9076637185238866,0,0
5610,1965,2,0.25892857142857145,33456.0,1,1,21-04-2014,58,7,3,10,8,1,7,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0.30703926349227456,-0.8650371248860305,36,-0.9466926127633204,4,-1.1852568158842176,0,0
6460,1982,2,0.38571428571428573,28718.0,1,0,13-07-2013,78,12,4,6,11,8,16,2,2,0,3,8,0,0,0,0,0,0,3,11,0,0.9977427033342982,-1.0863787605763955,57,-0.9118169779630751,5,-1.0464602672040522,0,0
1349,1970,2,0.38571428571428573,50447.0,2,0,21-04-2014,4,85,7,24,2,3,27,1,3,1,3,6,0,0,0,0,0,0,3,11,0,-1.557860024081189,-0.07128116625053199,148,-0.7606892271620126,7,-0.7688671698437212,0,0
1880,1959,4,0.25892857142857145,53537.0,1,1,30-01-2014,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,3,11,0,-1.1089027881838738,0.07307207441709736,93,-0.8520301754483691,6,-0.9076637185238866,0,0
641,1967,2,0.21428571428571427,52074.0,0,1,04-04-2014,77,59,0,12,0,0,48,1,2,2,2,4,1,0,0,0,0,0,3,11,0,0.9632075313421969,0.004726187330773169,119,-0.808850818076637,6,-0.9076637185238866,1,0
8717,1975,4,0.38571428571428573,80427.0,0,1,12-09-2012,56,1149,71,449,69,71,26,1,11,8,8,5,0,0,0,0,0,0,3,11,0,0.2379689195080722,1.3292722820392828,1835,2.0409867684576857,27,2.007063803759588,0,1
10314,1948,4,0.38571428571428573,83837.0,0,0,16-12-2012,79,847,66,119,86,89,111,1,9,10,5,4,0,1,0,1,0,0,3,11,1,1.0322778753263993,1.488574725623948,1318,1.1823818545659346,24,1.5906741577190913,3,1
10854,1970,4,0.38571428571428573,38853.0,1,1,23-05-2014,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,3,11,0,1.4121647672395123,-0.6129094744383943,45,-0.9317459121346439,5,-1.0464602672040522,0,0
10492,1959,2,0.25892857142857145,38285.0,2,1,24-06-2014,96,2,0,5,2,0,1,1,0,0,3,2,0,0,0,0,0,0,3,11,0,1.6193757991921194,-0.6394443096161333,10,-0.9898719701350526,3,-1.324053364564383,0,0
6935,1951,5,0.38571428571428573,78497.0,0,0,01-12-2013,44,207,26,447,75,0,223,1,5,7,12,2,0,0,0,1,0,0,3,11,0,-0.17645314439714196,1.239109901945909,978,0.6177287197048218,24,1.5906741577190913,1,1
7698,1976,4,0.38571428571428573,51650.0,0,1,11-05-2014,81,152,3,22,2,5,7,1,4,1,4,5,0,0,0,0,0,0,3,11,0,1.1013482193106017,-0.015081506534299596,191,-0.6892772130472248,9,-0.4912740724833903,0,0
3559,1988,5,0.38571428571428573,16248.0,1,0,10-05-2014,77,12,11,10,3,12,9,3,2,1,3,6,0,0,0,0,0,0,3,11,0,0.9632075313421969,-1.668930511749644,57,-0.9118169779630751,6,-0.9076637185238866,0,0
10562,1946,3,0.38571428571428573,66835.0,0,0,28-09-2013,21,620,26,195,34,17,141,1,6,4,13,2,0,0,0,0,0,0,3,11,0,-0.970762100215469,0.6943048881381766,1033,0.7090696679911782,23,1.4518776090389258,0,1
10796,1984,3,0.38571428571428573,30477.0,1,0,22-01-2014,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,3,11,0,-1.143437960175975,-1.0042048607918128,66,-0.8968702773343986,5,-1.0464602672040522,0,0
2563,1961,1,0.38571428571428573,28249.0,0,0,15-06-2014,80,1,9,7,2,14,10,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1.0668130473185005,-1.1082886861016763,43,-0.9350674011632386,5,-1.0464602672040522,0,0
3518,1983,2,0.38571428571428573,25271.0,1,0,05-12-2012,45,10,1,18,10,4,7,1,1,1,2,9,0,0,0,0,0,0,3,11,0,-0.14191797240504078,-1.247409705748343,50,-0.9234421895631569,4,-1.1852568158842176,0,0
5823,1970,4,0.21428571428571427,32303.0,0,1,08-03-2014,63,35,0,2,0,0,2,2,1,0,4,5,0,0,0,0,0,0,3,11,0,0.47971512345278045,-0.9189009716464759,39,-0.9417103792204282,5,-1.0464602672040522,0,0
3934,1966,2,0.38571428571428573,61286.0,0,1,02-08-2013,34,356,0,107,19,9,117,2,7,1,8,5,0,0,0,0,0,0,3,11,0,-0.5218048643181538,0.4350763663049484,608,0.0032532494147871514,16,0.48030176827776777,0,1
6982,1976,2,0.38571428571428573,74068.0,0,0,19-03-2013,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,3,11,0,-1.2125083041601774,1.032203590322307,1581,1.6191576618261485,23,1.4518776090389258,0,1
6431,1964,4,0.38571428571428573,45759.0,1,1,23-02-2013,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,3,11,0,-1.2470434761522784,-0.2902869889851101,68,-0.8935487883058039,5,-1.0464602672040522,0,0
9733,1978,1,0.25892857142857145,24882.0,1,0,09-09-2012,52,1,4,10,29,0,36,1,1,1,2,6,1,0,0,0,0,0,3,11,0,0.09982823153966747,-1.265582330544365,80,-0.8736198541342352,4,-1.1852568158842176,1,0
5602,1989,4,0.25892857142857145,66973.0,0,0,17-05-2013,98,466,22,432,147,113,102,1,8,7,12,3,0,0,0,0,0,0,3,11,0,1.6884461431763216,0.7007517318961485,1282,1.1225950520512284,27,2.007063803759588,0,1
7829,1900,5,0.10357142857142858,36640.0,1,0,26-09-2013,99,15,6,8,7,4,25,1,2,1,2,5,0,0,0,0,0,1,3,11,0,1.7229813151684228,-0.7162925558615217,65,-0.898531021848696,5,-1.0464602672040522,0,0
1324,1988,2,0.38571428571428573,38872.0,1,0,30-05-2013,93,23,3,21,3,19,22,2,3,0,3,8,0,0,0,0,0,0,3,11,0,1.5157702832158158,-0.6120218655151953,91,-0.8553516644769639,6,-0.9076637185238866,0,0
326,1973,2,0.38571428571428573,51148.0,1,1,18-02-2013,38,235,6,45,8,9,12,4,5,1,6,6,0,0,0,0,0,0,3,11,0,-0.38366417634974903,-0.038533068610399894,315,-0.4833448932743484,12,-0.07488442644289399,0,0
7224,1977,2,0.38571428571428573,31353.0,1,1,29-12-2013,24,10,0,10,3,1,7,2,1,1,2,8,0,0,0,0,0,0,3,11,0,-0.8671565842391655,-0.9632814178064267,31,-0.9549963353348073,4,-1.1852568158842176,0,0
6999,1980,3,0.38571428571428573,69661.0,0,0,13-05-2014,80,656,16,106,32,16,8,1,7,3,12,3,0,0,0,0,0,0,3,11,0,1.0668130473185005,0.8263250363992513,834,0.37858150964599746,22,1.3130810603587604,0,1
9938,1954,2,0.38571428571428573,80067.0,0,0,19-09-2013,82,519,17,813,27,173,51,1,4,6,6,2,0,0,1,0,0,0,3,11,0,1.1358833913027029,1.3124544287576172,1600,1.650711807597799,16,0.48030176827776777,1,1
6422,1954,2,0.38571428571428573,86718.0,0,0,17-01-2013,20,344,189,482,50,33,172,1,5,6,5,2,0,0,0,0,0,0,3,11,0,-1.0052972722075701,1.6231642681363883,1270,1.10266611787966,16,0.48030176827776777,0,1
3182,1973,4,0.21428571428571427,46854.0,1,1,31-03-2014,81,96,1,79,7,1,79,6,5,1,3,8,1,0,0,0,0,0,3,11,1,1.1013482193106017,-0.23913268525337736,263,-0.5697036080178127,9,-0.4912740724833903,2,0
7300,1952,2,0.10357142857142858,69142.0,0,1,29-06-2014,50,448,4,34,6,4,39,3,8,1,7,5,0,1,0,0,0,0,3,11,0,0.030757887555465113,0.8020792979181834,535,-0.11798110012892238,16,0.48030176827776777,1,1
10424,1968,2,0.21428571428571427,75922.0,0,0,09-12-2013,60,265,138,553,224,23,92,1,4,4,9,1,0,0,0,0,0,0,3,11,0,0.37610960747647687,1.1188155347228848,1295,1.1441847307370947,17,0.6190983169579332,0,1
8727,1978,2,0.10357142857142858,63693.0,0,1,14-10-2013,63,587,43,337,42,87,54,3,11,6,9,6,0,0,0,0,0,0,3,11,0,0.47971512345278045,0.5475224019965289,1150,0.9033767761639729,26,1.8682672550794222,0,1
2798,1977,4,0.25892857142857145,102160.0,0,0,02-11-2012,54,763,29,138,76,176,58,0,7,9,10,4,0,1,1,1,0,0,3,11,1,0.16889857552386983,2.3445567414016093,1240,1.0528437824507382,26,1.8682672550794222,4,1
1030,1965,4,0.21428571428571427,40637.0,1,1,17-07-2013,72,22,0,13,0,0,3,2,1,0,3,7,0,0,0,0,0,0,3,11,0,0.790531671381691,-0.5295676681759184,38,-0.9433711237347256,4,-1.1852568158842176,0,0
624,1984,3,0.21428571428571427,18890.0,0,0,10-11-2012,5,6,4,1,7,2,15,1,0,1,2,6,1,0,0,0,0,0,3,11,1,-1.5233248520890879,-1.545506155165865,35,-0.9483533572776178,3,-1.324053364564383,2,0
5176,1988,2,0.25892857142857145,29604.0,1,0,08-12-2013,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,3,11,0,1.34309442325531,-1.0449881549998519,53,-0.9184599560202648,4,-1.1852568158842176,1,0
5552,1963,3,0.10357142857142858,48721.0,1,1,13-05-2013,50,81,18,113,47,13,21,6,4,2,5,6,0,0,0,0,0,0,3,11,0,0.030757887555465113,-0.15191342948429518,293,-0.5198812725888909,11,-0.21368097512305942,0,0
868,1966,2,0.38571428571428573,44794.0,0,1,08-06-2014,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,3,11,0,1.7229813151684228,-0.33536817903179694,65,-0.898531021848696,5,-1.0464602672040522,0,0
380,1954,2,0.10357142857142858,64497.0,0,1,10-09-2012,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,0,3,11,1,-1.1089027881838738,0.585082274325582,1804,1.9895036885144666,24,1.5906741577190913,2,1
2677,1956,2,0.25892857142857145,46097.0,0,1,31-03-2013,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,3,11,0,-1.3161138201364808,-0.27449689340399075,241,-0.6062399873323553,10,-0.3524775238032249,0,0
6521,1954,2,0.25892857142857145,77972.0,0,0,18-03-2014,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,3,11,0,-1.0743676161917726,1.2145838659101469,1101,0.8220002949634008,19,0.896691414318264,0,1
6927,1968,4,0.38571428571428573,44377.0,1,1,05-10-2012,70,224,0,30,0,0,10,8,5,1,5,8,0,0,0,0,0,0,3,11,0,0.7214613273974887,-0.3548488590830595,264,-0.5680428635035153,11,-0.21368097512305942,0,0
2877,1974,3,0.25892857142857145,46014.0,1,1,21-01-2013,21,410,0,59,19,9,44,10,7,1,8,7,0,0,0,0,0,0,3,11,0,-0.970762100215469,-0.278374342910597,541,-0.10801663304313804,16,0.48030176827776777,0,0
0,1985,2,0.38571428571428573,70951.0,0,0,04-05-2013,66,239,10,554,254,87,54,1,3,4,9,1,0,0,0,0,0,0,3,11,0,0.583320639429084,0.8865890106585528,1198,0.9830925128502477,16,0.48030176827776777,0,1
1584,1977,2,0.38571428571428573,41443.0,1,0,01-04-2014,79,171,7,171,25,19,89,6,8,1,5,8,0,0,0,0,0,0,3,11,0,1.0322778753263993,-0.4919143633286338,482,-0.2060005593866841,14,0.20270867091743688,0,0
7264,1978,5,0.21428571428571427,52195.0,2,1,12-05-2014,2,12,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,3,11,0,-1.6269303680653915,0.010378854683777425,17,-0.9782467585349708,3,-1.324053364564383,0,0
6274,1948,3,0.38571428571428573,83790.0,0,0,15-11-2013,81,1076,16,417,42,48,16,1,8,10,6,3,0,1,1,0,0,0,3,11,0,1.1013482193106017,1.4863790614455086,1615,1.6756229753122598,24,1.5906741577190913,2,1
1377,1954,3,0.034375,44551.0,0,1,31-08-2013,24,182,4,33,0,0,66,2,4,1,5,7,0,0,0,0,0,0,3,11,0,-0.8671565842391655,-0.3467202299969212,285,-0.53316722870327,10,-0.3524775238032249,0,0
454,1980,2,0.25892857142857145,69508.0,1,0,14-11-2012,48,824,32,162,42,32,43,2,11,4,11,6,0,0,0,0,0,0,3,11,0,-0.03831245642873724,0.8191774487545433,1135,0.8784656084495122,26,1.8682672550794222,0,1
1755,1988,5,0.25892857142857145,45204.0,1,0,11-04-2014,93,30,11,25,29,1,18,1,1,1,4,3,0,0,0,0,0,0,3,11,0,1.5157702832158158,-0.3162145127943445,114,-0.8171545406481239,6,-0.9076637185238866,0,0
2075,1969,2,0.38571428571428573,72460.0,0,0,14-11-2013,56,377,10,540,80,30,10,1,3,5,7,1,0,0,0,0,0,0,3,11,0,0.2379689195080722,0.9570838456642009,1047,0.7323200911913417,15,0.3415052195976023,0,1
4785,1970,4,0.25892857142857145,77622.0,0,2,14-04-2014,3,520,7,154,19,0,14,2,6,3,11,3,0,0,0,0,0,0,3,11,0,-1.5923951960732903,1.1982331752196387,714,0.17929216793031058,20,1.0354879629984295,0,1
9076,1980,4,0.38571428571428573,30732.0,1,0,05-01-2013,44,155,1,25,0,1,3,4,4,1,4,8,0,0,0,0,0,0,3,11,0,-0.17645314439714196,-0.9922922147172998,185,-0.6992416801330091,9,-0.4912740724833903,0,0
